id,order,appid,game,character,protagonist_name,protagonist_role,protagonist_type,source_type,source_url,source_note,validation_status,known_status,internal_suggested_primary_archetype,internal_suggested_secondary_archetype,internal_suggested_archetype_confidence_0_1,internal_archetype_rationale,internal_archetype_source_url,total_ratings_pos_neg,bucket,batch,prompt
steam_359870_tidus-yuna,74,359870.0,FINAL FANTASY X/X-2 HD Remaster,Tidus / Yuna,Tidus / Yuna,collection containing Final Fantasy X centered on Tidus and Final Fantasy X-2 centered on Yuna,multiple protagonists / collection,wiki,https://finalfantasy.fandom.com/wiki/Final_Fantasy_X_X-2_HD_Remaster,Should perhaps be split into FFX and FFX-2 if used analytically.,needs_human_validation,named_protagonist,Hero,Caregiver / Explorer,0.5,"Tidus is framed through heroic displacement and growth; Yuna through responsibility, pilgrimage, and later search/exploration. Collection structure lowers certainty.",https://finalfantasy.fandom.com/wiki/Final_Fantasy_X_X-2_HD_Remaster,,,batch01_04_unknown,FINAL FANTASY X/X-2 HD Remaster — Tidus / Yuna
steam_362680_fran-bow-dagenhart,75,362680.0,Fran Bow,Fran Bow Dagenhart,Fran Bow Dagenhart,young girl seeking her cat and family truth in psychological horror/fantasy world,fixed protagonist,wiki,https://fran-bow.fandom.com/wiki/Fran_Bow_Dagenhart,High shadow load should be coded separately if final.,needs_human_validation,named_protagonist,Innocent,Explorer / Sage,0.7,"Child protagonist, trauma, search for companion and truth; exploration of strange worlds adds Explorer/Sage aspects.",https://fran-bow.fandom.com/wiki/Fran_Bow_Dagenhart,,,batch01_04_unknown,Fran Bow — Fran Bow Dagenhart
steam_481510_mae-borowski,76,481510.0,Night in the Woods,Mae Borowski,Mae Borowski,college dropout returning to hometown Possum Springs,fixed protagonist,wiki / article,https://nightinthewoods.fandom.com/wiki/Mae_Borowski,Excellent Everyman/Rebel case; high narrative complexity.,needs_human_validation,named_protagonist,Everyman,Rebel / Explorer,0.75,"Mae is grounded in everyday small-town dislocation, return, alienation, friendship, and refusal of adult expectations.",https://www.wired.com/2017/03/night-in-the-woods-malaise,,,batch01_04_unknown,Night in the Woods — Mae Borowski
steam_411300_jax,77,411300.0,ELEX,Jax,Jax,former Alb commander whose choices affect Magalan,fixed/customizable RPG protagonist,wiki,https://elex-archive.fandom.com/wiki/Jax,Player choice likely creates archetypal drift.,needs_human_validation,named_protagonist,Rebel,Hero / Explorer,0.55,"Ex-faction soldier separated from his prior order, moving through a post-apocalyptic world with player-shaped choices.",https://elex-archive.fandom.com/wiki/Jax,,,batch01_04_unknown,ELEX — Jax
steam_429660_velvet-crowe,78,429660.0,Tales of Berseria™,Velvet Crowe,Velvet Crowe,lead protagonist on revenge-driven journey after trauma and transformation,fixed protagonist,official site / wiki,https://www.bandainamcoent.com/games/tales-of-berseria-remastered,Strong antihero/Rebel case.,needs_human_validation,named_protagonist,Rebel,Shadow-load high / Hero,0.75,"Official description frames Velvet through vengeance, betrayal, emotional bonds, and monstrous power; strong Rebel with high shadow load.",https://tales-of.fandom.com/wiki/Velvet_Crowe,,,batch01_04_unknown,Tales of Berseria™ — Velvet Crowe
steam_462780_war,79,462780.0,Darksiders Warmastered Edition,War,War,Horseman of the Apocalypse framed for starting the Apocalypse early,fixed protagonist,wiki,https://darksiders.fandom.com/wiki/War,Mythic fixed protagonist.,needs_human_validation,named_protagonist,Hero,Rebel / Ruler,0.65,"War seeks justice, clears his name, and acts against cosmic authorities; strong mythic Hero/Rebel energy.",https://darksiders.fandom.com/wiki/War,,,batch01_04_unknown,Darksiders Warmastered Edition — War
steam_388410_death,80,388410.0,Darksiders II Deathinitive Edition,Death,Death,Horseman seeking to clear War and restore humanity,fixed protagonist,wiki,https://darksiders.fandom.com/wiki/Death,Interesting inversion: Death as Caregiver/Hero.,needs_human_validation,named_protagonist,Caregiver,Hero / Shadow-load high,0.6,"Despite monstrous/mythic identity, the plot motivation is restoration and sacrifice for brother/humanity.",https://darksiders.fandom.com/wiki/Death,,,batch01_04_unknown,Darksiders II Deathinitive Edition — Death
steam_368340_lea,81,368340.0,CrossCode,Lea,Lea,mute/amnesiac player of CrossWorlds seeking lost memory,fixed silent/projective protagonist,wiki,https://hero.fandom.com/wiki/Lea_%28CrossCode%29,Good silent/projective avatar example.,needs_human_validation,named_protagonist,Explorer,Sage / Everyman,0.7,Lea explores a game-world while reconstructing identity/memory; silence and amnesia add projective Everyman/Sage dimensions.,https://hero.fandom.com/wiki/Lea_%28CrossCode%29,,,batch01_04_unknown,CrossCode — Lea
steam_498240_bruce-wayne-batman,82,498240.0,Batman - The Telltale Series,Bruce Wayne / Batman,Bruce Wayne / Batman,player-controlled Bruce Wayne and Batman in choice-driven narrative,fixed protagonist with player-shaped arc,wiki / article,https://telltalebatman.fandom.com/wiki/Bruce_Wayne,Player-shaped arc important.,needs_human_validation,named_protagonist,Hero,Ruler / Shadow-load high,0.65,"Heroic vigilante identity is paired with public power, family legacy, moral choice, and shadow tension.",https://www.gq.com/story/batman-telltale-review,,,batch01_04_unknown,Batman - The Telltale Series — Bruce Wayne / Batman
steam_368070_jonathan-jon-north,83,368070.0,Sniper Ghost Warrior 3,"Jonathan ""Jon"" North","Jonathan ""Jon"" North",American Marine Captain/sniper operating in Georgia,fixed protagonist,official developer / wiki,https://cigames.com/ci-games-reveals-story-characters-of-sniper-ghost-warrior-3-2/,Military action protagonist; medium confidence.,needs_human_validation,named_protagonist,Hero,Sage / Rebel,0.55,"Military sniper protagonist: mission, skill, infiltration, personal dark past. Sage secondary is tactical/observational rather than intellectual.",https://sniperghostwarrior.fandom.com/wiki/Sniper%3A_Ghost_Warrior_3,,,batch01_04_unknown,"Sniper Ghost Warrior 3 — Jonathan ""Jon"" North"
steam_501590_grayson-hunt,84,501590.0,Bulletstorm: Full Clip Edition,Grayson Hunt,Grayson Hunt,space pirate / ex-Dead Echo leader seeking revenge,fixed protagonist,wiki,https://hero.fandom.com/wiki/Grayson_Hunt,Pulp action Rebel/Hero.,needs_human_validation,named_protagonist,Rebel,Hero / Jester,0.65,Revenge-driven outlaw/space pirate in an exaggerated action frame; Jester secondary from comic excess and style.,https://hero.fandom.com/wiki/Grayson_Hunt,,,batch01_04_unknown,Bulletstorm: Full Clip Edition — Grayson Hunt
steam_427190_frank-west,85,427190.0,DEAD RISING®,Frank West,Frank West,photojournalist investigating Willamette zombie outbreak,fixed protagonist,wiki,https://en.wikipedia.org/wiki/Frank_West_%28Dead_Rising%29,Good Everyman/Sage action-survival case.,needs_human_validation,named_protagonist,Everyman,Sage / Hero,0.7,"Source explicitly notes Frank as player character/protagonist and everyman design; photojournalism/investigation gives Sage, survival gives Hero.",https://en.wikipedia.org/wiki/Frank_West_%28Dead_Rising%29,,,batch01_04_unknown,DEAD RISING® — Frank West
steam_355790_styx,86,355790.0,Styx: Shards of Darkness,Styx,Styx,goblin thief/assassin in stealth adventure,fixed protagonist,wiki / community source,https://styx.fandom.com/wiki/Styx,Check source quality; stealth trickster case.,needs_human_validation,named_protagonist,Jester,Rebel / Shadow-load high,0.6,"Trickster thief/assassin role: deception, mockery, stealth, and anti-authoritarian action.",https://styx.fandom.com/wiki/Styx,,,batch01_04_unknown,Styx: Shards of Darkness — Styx
steam_443810_jack-boyd,87,443810.0,This Is the Police,Jack Boyd,Jack Boyd,"police chief managing crime, corruption, and retirement crisis",fixed protagonist / systemic manager,wiki,https://this-is-the-police.fandom.com/wiki/Jack_Boyd,Strong Ruler with high shadow load.,needs_human_validation,named_protagonist,Ruler,Shadow-load high / Everyman,0.7,"Police chief/manager role framed through authority, compromised rule, corruption, age, and personal decline.",https://this-is-the-police.fandom.com/wiki/Jack_Boyd,,,batch01_04_unknown,This Is the Police — Jack Boyd
steam_499520_ava-turing,88,499520.0,The Turing Test,Ava Turing,Ava Turing,engineer/vehicle officer on Europa mission,fixed protagonist,wiki,https://turingtest.fandom.com/wiki/Ava_Turing,Puzzle protagonist; verify official source if possible.,needs_human_validation,named_protagonist,Sage,Explorer / Magician,0.6,"Puzzle/investigative sci-fi role centered on knowledge, testing, AI, and exploration of Europa facility.",https://turingtest.fandom.com/wiki/Ava_Turing,,,batch01_04_unknown,The Turing Test — Ava Turing
steam_391720_the-painter,89,391720.0,Layers of Fear (2016),The Painter,The Painter,unnamed psychologically unstable painter reconstructing his work and memories,fixed unnamed protagonist,wiki / game synopsis,https://layersoffear.fandom.com/wiki/The_Painter,Name intentionally generic; source check needed.,needs_human_validation,named_protagonist,Creator,Shadow-load high / Sage,0.65,"Artist/creator identity is central, but the game is structured around obsession, memory, guilt, and psychological breakdown.",https://layersoffear.fandom.com/wiki/The_Painter,,,batch01_04_unknown,Layers of Fear (2016) — The Painter
steam_384190_the-diver,90,384190.0,ABZU,The Diver,The Diver,mysterious diver exploring and restoring oceanic environments,silent/projective avatar,wiki / community,https://abzu.fandom.com/wiki/Diver,Sparse narrative; keep as low-confidence suggestion.,needs_human_validation,named_protagonist,Explorer,Caregiver / Magician,0.55,"Exploration is primary; restoration and life-giving oceanic transformation suggest Caregiver/Magician, but lore is intentionally sparse.",https://abzu.fandom.com/wiki/Diver,,,batch01_04_unknown,ABZU — The Diver
steam_391730_flux-dabes,91,391730.0,Crashlands,Flux Dabes,Flux Dabes,space-truck driver crashlanded on Woanope,fixed protagonist,official wiki,https://crashlands.fandom.com/wiki/Flux,Good Explorer/Creator survival-crafting protagonist.,needs_human_validation,named_protagonist,Explorer,Creator / Hero,0.7,"Crashlanding, crafting, taming, questing and exploring make Explorer/Creator central.",https://crashlands.fandom.com/wiki/Flux,,,batch01_04_unknown,Crashlands — Flux Dabes
steam_460810_sam-gideon,92,460810.0,Vanquish,Sam Gideon,Sam Gideon,DARPA researcher and wearer/creator of Augmented Reaction Suit,fixed protagonist,wiki,https://vanquish.fandom.com/wiki/Sam_Gideon,Hero with techno-Creator/Sage secondary.,needs_human_validation,named_protagonist,Hero,Creator / Sage,0.6,"Action Hero role, but with researcher/technology-creator background and ARS suit.",https://vanquish.fandom.com/wiki/Sam_Gideon,,,batch01_04_unknown,Vanquish — Sam Gideon
steam_451020_gully-party-ensemble,93,451020.0,Battle Chasers: Nightwar,Gully / party ensemble,Gully / party ensemble,young girl and adventuring party searching for her missing father,party-based ensemble,wiki / game synopsis,https://battlechasers.fandom.com/wiki/Gully,Low-medium confidence; ensemble case.,needs_human_validation,named_protagonist,Hero,Innocent / Explorer,0.5,"Gully anchors the quest with youth/family motivation, but the game is party-based and should be treated as ensemble.",https://battlechasers.fandom.com/wiki/Gully,,,batch01_04_unknown,Battle Chasers: Nightwar — Gully / party ensemble
steam_462770_the-reader,94,462770.0,Pyre,The Reader,The Reader,exiled reader guiding the Nightwings and making key choices,custom/player role,critical article / community,https://www.thefandomentals.com/pyre-storytelling/,Not a conventional named character; role is more important than biography.,needs_human_validation,named_protagonist,Sage,Ruler / Caregiver,0.6,"The player role is defined by reading, interpretation, guidance, and consequential decisions for companions.",https://medium.com/@Lucasjrivarola/crafting-my-own-narrative-in-pyre-f4365c18f8ab,,,batch01_04_unknown,Pyre — The Reader
steam_430960_unnamed-male-student-lucy,95,430960.0,Lucy -The Eternity She Wished For-,Unnamed male student / Lucy,Unnamed male student / Lucy,visual novel centered on player character and android Lucy,fixed/visual novel protagonist plus central heroine,game synopsis / wiki needed,https://store.steampowered.com/app/430960/Lucy_The_Eternity_She_Wished_For/,Needs better source before final coding.,needs_human_validation,named_protagonist,Lover,Innocent / Caregiver,0.45,Romantic/emotional visual novel about human/android relation; protagonist naming is uncertain so keep low confidence.,https://store.steampowered.com/app/430960/Lucy_The_Eternity_She_Wished_For/,,,batch01_04_unknown,Lucy -The Eternity She Wished For- — Unnamed male student / Lucy
steam_429570_michonne,96,429570.0,The Walking Dead: Michonne - A Telltale Miniseries,Michonne,Michonne,blade-wielding survivor from The Walking Dead universe,fixed protagonist with player-shaped choices,official/store synopsis,https://store.steampowered.com/app/429570/The_Walking_Dead_Michonne__A_Telltale_Miniseries/,Good fixed protagonist with choice-shaped arc.,needs_human_validation,named_protagonist,Hero,Caregiver / Shadow-load high,0.65,Survival action and protection in traumatic zombie setting; Telltale choice structure affects tone.,https://store.steampowered.com/app/429570/The_Walking_Dead_Michonne__A_Telltale_Miniseries/,,,batch01_04_unknown,The Walking Dead: Michonne - A Telltale Miniseries — Michonne
steam_474750_the-monarch,97,474750.0,Reigns,The Monarch,The Monarch,unnamed medieval monarch making binary governance decisions,implicit/systemic player role,game synopsis,https://store.steampowered.com/app/474750/Reigns/,Systemic role rather than named character.,needs_human_validation,named_protagonist,Ruler,Jester / Shadow-load variable,0.7,Player explicitly sits on the throne as benevolent or malevolent monarch; swipe-based absurdity adds Jester tone.,https://store.steampowered.com/app/474750/Reigns/,,,batch01_04_unknown,Reigns — The Monarch
steam_365450_unnamed-hacker-player,98,365450.0,Hacknet,Unnamed hacker / player,Unnamed hacker / player,hacker contacted after a hacker’s death and drawn into investigation,implicit/player role,store/game premise,https://store.steampowered.com/app/365450/Hacknet/,No reliable personal name; keep protagonist generic.,needs_human_validation,named_protagonist,Sage,Rebel,0.55,Terminal-based hacking and investigation frame the player as knowledge-seeking system intruder.,https://store.steampowered.com/app/365450/Hacknet/,,,batch01_04_unknown,Hacknet — Unnamed hacker / player
steam_387990_mechanic-player-character,99,387990.0,Scrap Mechanic,Mechanic / player character,Mechanic / player character,customizable mechanic / builder-survivor,custom_protagonist / systemic role,Steam/official premise + general wiki knowledge,https://store.steampowered.com/app/387990/Scrap_Mechanic/,,needs validation; no final archetype,named_protagonist,Creator,Explorer,0.62,"The core role is building machines and surviving/exploring using constructed devices; no fixed named protagonist, so archetype is role-based rather than character-based.",https://store.steampowered.com/app/387990/Scrap_Mechanic/,,,batch01_04_unknown,Scrap Mechanic — Mechanic / player character
steam_376210_playable-dinosaur,100,376210.0,The Isle,Playable dinosaur,Playable dinosaur,animal/avatar survival role,implicit player role / creature avatar,Steam/official premise + community wiki,https://store.steampowered.com/app/376210/The_Isle/,,"low certainty: creature role, no named protagonist",named_protagonist,Explorer,Everyman,0.45,"The player embodies a dinosaur trying to survive, grow, migrate, hunt or avoid predators. This is a survival role, not a stable authored character.",https://store.steampowered.com/app/376210/The_Isle/,,,batch01_04_unknown,The Isle — Playable dinosaur
steam_359320_commander-pilot,101,359320.0,Elite Dangerous,Commander / pilot,Commander / pilot,"custom space pilot, trader, explorer, combatant",implicit player role / custom avatar,Official game framing / player commander role,https://www.elitedangerous.com/,,needs validation; playstyle-dependent,named_protagonist,Explorer,Ruler,0.6,The strongest archetypal function is exploratory agency in a large galaxy; secondary Ruler/merchant/commander depending on playstyle.,https://www.elitedangerous.com/,,,batch01_04_unknown,Elite Dangerous — Commander / pilot
steam_365590_strategic-homeland-division-agent,102,365590.0,Tom Clancy’s The Division™,Strategic Homeland Division Agent,Strategic Homeland Division Agent,custom agent activated after societal collapse,custom protagonist / agent role,Ubisoft/Division premise; player as Division agent,https://www.ubisoft.com/en-us/game/the-division/the-division,,needs validation; custom agent,named_protagonist,Hero,Caregiver,0.66,"The player is an agent restoring order and protecting civilians after collapse; strong Hero/Caregiver structure, but not a fixed named protagonist.",https://www.ubisoft.com/en-us/game/the-division/the-division,,,batch01_04_unknown,Tom Clancy’s The Division™ — Strategic Homeland Division Agent
steam_495420_survivor-community-playable-survivors,103,495420.0,State of Decay 2: Juggernaut Edition,Survivor community / playable survivors,Survivor community / playable survivors,rotating survivors in a managed community,ensemble / systemic player role,State of Decay wiki describes survivors as core focus; official site stresses building community,https://www.stateofdecay.com/state-of-decay-2/,,ensemble/systemic; not single protagonist,named_protagonist,Caregiver,Ruler,0.58,"The core player role is maintaining a community of survivors, choosing who to trust, and keeping people alive; not one fixed protagonist.",https://state-of-decay-2.fandom.com/wiki/About_Survivors,,,batch01_04_unknown,State of Decay 2: Juggernaut Edition — Survivor community / playable survivors
steam_424370_player-character-former-republic-officer,104,424370.0,Wolcen: Lords of Mayhem,Player character / former Republic officer,Player character / former Republic officer,custom ARPG protagonist,custom protagonist,general game premise; needs stronger character source,https://store.steampowered.com/app/424370/Wolcen_Lords_of_Mayhem/,,low-medium certainty; needs lore source,named_protagonist,Hero,Rebel,0.5,"ARPG player character moves through persecution, demonic power, and conflict; this is a tentative role-level suggestion.",https://store.steampowered.com/app/424370/Wolcen_Lords_of_Mayhem/,,,batch01_04_unknown,Wolcen: Lords of Mayhem — Player character / former Republic officer
steam_493520_prisoners-expedition-team,105,493520.0,GTFO,Prisoners / expedition team,Prisoners / expedition team,team of prisoners forced into underground expeditions,ensemble / role-based protagonist,Steam/official premise about prisoners/teams,https://store.steampowered.com/app/493520/GTFO/,,low certainty; multiplayer ensemble role,named_protagonist,Everyman,Explorer,0.48,"The role is coerced survival/exploration under hostile conditions, with little stable individual character identity.",https://store.steampowered.com/app/493520/GTFO/,,,batch01_04_unknown,GTFO — Prisoners / expedition team
steam_427410_scientist-facility-survivor,106,427410.0,Abiotic Factor,Scientist / facility survivor,Scientist / facility survivor,custom scientist trapped in a paranormal research facility,custom protagonist / survival role,Steam/official premise: players as scientists in underground facility,https://store.steampowered.com/app/427410/Abiotic_Factor/,,needs validation; early access/co-op,named_protagonist,Sage,Everyman,0.63,Scientist identity strongly supports Sage; survival collapse and ordinary institutional entrapment support Everyman.,https://store.steampowered.com/app/427410/Abiotic_Factor/,,,batch01_04_unknown,Abiotic Factor — Scientist / facility survivor
steam_394510_helldiver,107,394510.0,HELLDIVERS™ Dive Harder Edition,Helldiver,Helldiver,elite soldier of Super Earth,role-based protagonist / squad avatar,official/Steam premise; player as Helldiver,https://store.steampowered.com/app/394510/HELLDIVERS_Dive_Harder_Edition/,,satirical role; needs human validation,named_protagonist,Hero,Rebel,0.47,"Heroic military framing is undercut by satire and authoritarian propaganda, hence Hero/Rebel with low confidence.",https://store.steampowered.com/app/394510/HELLDIVERS_Dive_Harder_Edition/,,,batch01_04_unknown,HELLDIVERS™ Dive Harder Edition — Helldiver
steam_368260_the-hunter,108,368260.0,Marvel's Midnight Suns,The Hunter,The Hunter,"customizable superhero protagonist, child of Lilith",custom protagonist / fixed mythic role,Marvel article and wiki identify The Hunter as player role/protagonist,https://www.marvel.com/articles/games/marvels-midnight-suns-new-trailer-preorder-announcement,,curated but still suggested,named_protagonist,Magician,Hero,0.72,"The Hunter has occult lineage, supernatural power branches, and the task of uniting heroes against underworld forces; Magician/Hero is a strong suggestion.",https://marvels-midnight-suns.fandom.com/wiki/Hunter,,,batch01_04_unknown,Marvel's Midnight Suns — The Hunter
steam_374040_portal-knight-player-hero,109,374040.0,Portal Knights,Portal Knight / player hero,Portal Knight / player hero,custom hero restoring fractured worlds,custom protagonist,Steam premise; role as portal-traveling hero,https://store.steampowered.com/app/374040/Portal_Knights/,,"role-level, no fixed name",named_protagonist,Explorer,Hero,0.55,"The player travels between islands/worlds, crafts and fights bosses; strongest role-level reading is Explorer/Hero.",https://store.steampowered.com/app/374040/Portal_Knights/,,,batch01_04_unknown,Portal Knights — Portal Knight / player hero
steam_418530_ana-spelunky,110,418530.0,Spelunky 2,Ana Spelunky,Ana Spelunky,default/main spelunker looking for her parents on the Moon,fixed/default protagonist with unlockable alternatives,Spelunky wiki/Heroes wiki identify Ana as main/default protagonist,https://spelunky.fandom.com/wiki/Spelunkers_%282%29,,good candidate for validation,named_protagonist,Explorer,Caregiver,0.78,Ana is explicitly framed as an adventurous spelunker who goes to the Moon to find her parents; Explorer with care/family motivation.,https://spelunky.fandom.com/wiki/Spelunkers_%282%29,,,batch01_04_unknown,Spelunky 2 — Ana Spelunky
steam_425580_unnamed-protagonist-player-character,111,425580.0,The Room Two,Unnamed protagonist / player-character,Unnamed protagonist / player-character,unnamed investigator/puzzle solver following the Null mystery,silent/projective avatar,series wiki / plot summaries identify unnamed player-character,https://theroom.fandom.com/wiki/The_Room_Two,,unnamed protagonist; moderate certainty,named_protagonist,Sage,Explorer,0.6,"The protagonist is defined by puzzle-solving, investigation and pursuing/escaping the Null mystery; no stable named persona.",https://theroom.fandom.com/wiki/The_Room_Two,,,batch01_04_unknown,The Room Two — Unnamed protagonist / player-character
steam_456750_unnamed-protagonist-player-character,112,456750.0,The Room Three,Unnamed protagonist / player-character,Unnamed protagonist / player-character,unnamed puzzle-solving protagonist tested by The Craftsman,silent/projective avatar,The Room wiki says the protagonist is introduced to The Craftsman and tested,https://theroom.fandom.com/wiki/The_Room_Three,,unnamed protagonist; moderate certainty,named_protagonist,Sage,Explorer,0.62,"Puzzle-solving and knowledge-seeking dominate; the character is unnamed and projective, so no final name should be assigned.",https://theroom.fandom.com/wiki/The_Room_Three,,,batch01_04_unknown,The Room Three — Unnamed protagonist / player-character
steam_445980_wizard-wizard-candidate,113,445980.0,Wizard of Legend,Wizard / wizard candidate,Wizard / wizard candidate,powerful wizard attempting the Chaos Trials,custom/role-based protagonist,Wizard of Legend wiki says players assume role of a powerful wizard aiming to become Wizard of Legend,https://wizardoflegend.fandom.com/wiki/Wizard_of_Legend_Wiki,,role-level but strong,named_protagonist,Magician,Hero,0.72,The archetypal fit is strong at role level: a wizard undergoing trials to achieve mastery.,https://wizardoflegend.fandom.com/wiki/Wizard_of_Legend_Wiki,,,batch01_04_unknown,Wizard of Legend — Wizard / wizard candidate
steam_503560_emergency-dispatcher,114,503560.0,911 Operator,Emergency dispatcher,Emergency dispatcher,player role as emergency call dispatcher,implicit player role,Steam store states player takes role of emergency dispatcher handling reports,https://store.steampowered.com/app/503560/911_Operator/,,systemic role; not named protagonist,named_protagonist,Caregiver,Ruler,0.7,"The player coordinates emergency response and gives aid instructions; Caregiver is central, with Ruler/managerial coordination secondary.",https://store.steampowered.com/app/503560/911_Operator/,,,batch01_04_unknown,911 Operator — Emergency dispatcher
steam_493900_thalya-absolute-evil,115,493900.0,Dungeons 3,Thalya / Absolute Evil,Thalya / Absolute Evil,dark elf lieutenant controlled by the Dungeon Lord / player as evil overlord force,hybrid fixed character + systemic role,Dungeons 3 sources identify single-player campaign around Thalya and player goal under Dungeon Lord,https://dungeon-3.fandom.com/wiki/Thalya,,hybrid player role + character,named_protagonist,Ruler,Rebel,0.66,"Thalya and the Absolute Evil frame conquest, command and rebellion against a good empire; strong Ruler/Rebel but with comic villain framing.",https://en.wikipedia.org/wiki/Dungeons_3,,,batch01_04_unknown,Dungeons 3 — Thalya / Absolute Evil
steam_397950_unnamed-runner-player,116,397950.0,Clustertruck,Unnamed runner / player,Unnamed runner / player,unnamed acrobatic player character jumping across trucks,silent/projective avatar,Steam premise; no known named protagonist,https://store.steampowered.com/app/397950/Clustertruck/,,very low narrative depth; likely exclude/low priority,named_protagonist,Explorer,Jester,0.35,This is mostly kinetic traversal and absurd spectacle; archetypal reading is weak and should probably be low priority.,https://store.steampowered.com/app/397950/Clustertruck/,,,batch01_04_unknown,Clustertruck — Unnamed runner / player
steam_394310_unnamed-boxer-fighter,117,394310.0,Punch Club,Unnamed boxer / fighter,Unnamed boxer / fighter,player manages an aspiring boxer investigating father's murder,custom/unnamed protagonist,Wikipedia/Steam descriptions state player manages a boxer searching for father's killer,https://store.steampowered.com/app/394310/Punch_Club/,,no fixed name; moderate-low certainty,named_protagonist,Hero,Rebel,0.57,"Underdog fighter plus revenge/investigation premise supports Hero/Rebel, but identity is mostly genre pastiche.",https://en.wikipedia.org/wiki/Punch_Club,,,batch01_04_unknown,Punch Club — Unnamed boxer / fighter
steam_491950_human-researcher-orwell-investigator,118,491950.0,Orwell: Keeping an Eye On You,Human researcher / Orwell investigator,Human researcher / Orwell investigator,first human researcher operating the Orwell surveillance system,implicit player role,Steam store says the player is Orwell's first human researcher,https://store.steampowered.com/app/491950/Orwell_Keeping_an_Eye_On_You/,,important systemic role case,named_protagonist,Sage,Ruler,0.72,"The role centers on investigation, interpretation and surveillance power; Sage/Ruler is a strong systemic-role suggestion.",https://store.steampowered.com/app/491950/Orwell_Keeping_an_Eye_On_You/,,,batch01_04_unknown,Orwell: Keeping an Eye On You — Human researcher / Orwell investigator
steam_356670_unnamed-player-character-mansion-explorer,119,356670.0,Spooky's Jump Scare Mansion,Unnamed player character / mansion explorer,Unnamed player character / mansion explorer,unnamed character descending through Spooky's mansion,silent/projective avatar,game/wiki descriptions frame player as explorer of the mansion; no stable named protagonist,https://spookys-jump-scare-mansion.fandom.com/wiki/Spooky%27s_Jump_Scare_Mansion,,low-medium certainty,named_protagonist,Explorer,Everyman,0.5,"Horror traversal through unknown rooms suggests Explorer/Everyman, but character identity is minimal.",https://spookys-jump-scare-mansion.fandom.com/wiki/Spooky%27s_Jump_Scare_Mansion,,,batch01_04_unknown,Spooky's Jump Scare Mansion — Unnamed player character / mansion explorer
steam_473690_prospect,120,473690.0,Absolver,Prospect,Prospect,masked warrior seeking to become an Absolver,custom protagonist / martial role,Absolver sources describe players as Prospects behind the mask proving worthiness,https://absolver.wiki.fextralife.com/Absolver_Wiki,,role-based; no personal name,named_protagonist,Hero,Sage,0.62,Martial trial and self-development support Hero; discipline/learning through combat styles suggests Sage secondary.,https://absolver.wiki.fextralife.com/Absolver_Wiki,,,batch01_04_unknown,Absolver — Prospect
steam_423230_the-stranger-rider,121,423230.0,Furi,The Stranger / Rider,The Stranger / Rider,imprisoned fighter escaping through guardians,fixed protagonist,sources identify The Stranger/Rider as protagonist of Furi,https://furigame.fandom.com/wiki/The_Stranger,,good but endings complicate arc,named_protagonist,Rebel,Hero,0.68,"The protagonist is defined by prison escape, confrontation with guardians, and possible choices/endings; Rebel/Hero with shadow ambiguity.",https://en.wikipedia.org/wiki/Furi,,,batch01_04_unknown,Furi — The Stranger / Rider
steam_377840_zidane-tribal,122,377840.0,FINAL FANTASY IX,Zidane Tribal,Zidane Tribal,thief and main protagonist of Final Fantasy IX,fixed protagonist / ensemble JRPG,Final Fantasy Wiki and other sources identify Zidane as main protagonist,https://finalfantasy.fandom.com/wiki/Zidane_Tribal,,"strong name, suggested archetype",named_protagonist,Jester,Hero,0.73,Zidane is a charming thief with puckish/jester qualities who becomes central heroic protector of Gaia.,https://finalfantasy.fandom.com/wiki/Zidane_Tribal,,,batch01_04_unknown,FINAL FANTASY IX — Zidane Tribal
steam_399810_edward-pierce,123,399810.0,Call of Cthulhu®,Edward Pierce,Edward Pierce,private investigator and main character,fixed protagonist,Call of Cthulhu wiki identifies Edward Pierce as main character and investigator,https://call-of-cthulhu.fandom.com/wiki/Edward_Pierce,,strong case; high shadow load likely,named_protagonist,Sage,Everyman,0.74,"Private investigation, nightmares, deteriorating mental state and cosmic horror support Sage with high shadow load; Everyman as vulnerable human investigator.",https://call-of-cthulhu.fandom.com/wiki/Edward_Pierce,,,batch01_04_unknown,Call of Cthulhu® — Edward Pierce
steam_362960_fatebinder,124,362960.0,Tyranny,Fatebinder,Fatebinder,"agent/judge of Kyros, player-defined enforcer or rebel within empire",custom protagonist / systemic legal-political role,Tyranny sources state player takes role of a Fatebinder serving as judge/jury/executioner,https://en.wikipedia.org/wiki/Tyranny_%28video_game%29,,important custom political-role case,named_protagonist,Ruler,Sage,0.76,"The Fatebinder embodies law, judgement, order, political authority and interpretive power; Ruler/Sage is strong but choices may cause drift.",https://tyranny.fandom.com/wiki/Tyranny_Wiki,,,batch01_04_unknown,Tyranny — Fatebinder
steam_395170_price,125,395170.0,DISTRAINT: Deluxe Edition,Price,Price,young distraint collector and protagonist,fixed protagonist,DISTRAINT wiki identifies Price as main character/protagonist,https://distraint.fandom.com/wiki/Price,,final model should not use Shadow as primary/secondary without care,named_protagonist,Everyman,Shadow,0.7,Price is an ordinary career-driven man whose guilt and moral compromise drive psychological horror; Shadow here should be treated as shadow-load marker in final coding.,https://distraint.fandom.com/wiki/Price,,,batch01_04_unknown,DISTRAINT: Deluxe Edition — Price
